"","App","Caso","Threads","Matriz","Media","SD","N"
"1","mm","StarPUmm",1,"a",258.945322751999,3.06467176479327,5
"2","mm","StarPUmm",2,"a",254.294142961502,2.02200751761366,5
"3","mm","StarPUmm",4,"a",423.808275461197,28.4590750147397,5
"4","mm","StarPUmm",8,"a",480.302423238754,14.6811882695535,5
"5","mm","StarPUmm",16,"a",502.359581136703,21.8071315085436,5
"6","mm","StarPUmm",32,"a",464.267100477219,13.6139193115641,5
