"","App","Caso","Threads","Matriz","Media","SD","N"
"1","gs","OpenMPgauss",1,"a",5.5696,0.142015140037955,5
"2","gs","OpenMPgauss",2,"a",2.761,0.00839642781187327,5
"3","gs","OpenMPgauss",4,"a",1.544,0.123036579926459,5
"4","gs","OpenMPgauss",8,"a",0.8514,0.0495762039692431,5
"5","gs","OpenMPgauss",16,"a",1.2338,0.148026011227757,5
"6","gs","OpenMPgauss",32,"a",1.421,0.152772706986556,5
