"","App","Caso","Threads","Matriz","Media","SD","N"
"1","gauss","StarPUgauss",1,"a",332.500224065781,10.5176162639469,5
"2","gauss","StarPUgauss",2,"a",329.322004795074,2.71338332448773,5
"3","gauss","StarPUgauss",4,"a",490.094781494141,38.9991969973331,5
"4","gauss","StarPUgauss",8,"a",544.083432674408,13.3347308086914,5
"5","gauss","StarPUgauss",16,"a",509.395331478119,5.55889957110483,5
"6","gauss","StarPUgauss",32,"a",337.92166466713,8.73862851765636,5
